X_post:分享图片; Y_reply:清冷美女
X_post:抑郁症生活好痛苦，什么时候才能结束; Y_reply:[太阳]
X_post:#魔卡少女樱 木之本樱#Sakura酱生日快乐！; Y_reply:樱花酱生日快乐！愿你的每一天都像樱花一样美丽动人~
X_post:抑郁症今天莫名其妙的被同事骂了，骂的很脏，我也不知道我做错了什么; Y_reply:你没错 [抱抱]
X_post:艾伦#艾伦~0410生日快乐# 生日快乐宝宝; Y_reply:哇哦 好浪漫啊
X_post:如果我是装的就好了 可惜我不是; Y_reply:没关系你就是最棒的宝宝！ [抱抱]
X_post:抑郁症想死之人你是拉不了我上岸的更劝不住我想自sha心; Y_reply:[心]
X_post:请问您今天要来点兔子吗想长期收收理世的周边 或者有没有长期的车; Y_reply:咪这里新谷和三丽鸥在开953259239
X_post:#文春预告韩国第一女偶像组合成员恋情#好傻b，你最好不要引一波战然后明天爆个假的，要爆就爆狠的谢谢; Y_reply:报个大的
X_post:这是我这辈子最后悔的事了吧; Y_reply:后悔啥了？ [抱抱]
X_post:#虞书欣[超话]##超话星愿池# 啊啊啊啊啊啊啊啊啊宝宝你越来越好看啦！; Y_reply:愿我们和爱的人一起浪费人生，热泪盈眶?
X_post:双相情感障碍 昨天过生日了 一些限定12h的开心 希望超话的大家也能间接性开心一些。; Y_reply:姐姐生日快乐！ [太开心]
X_post:们喂猫别别人说什么就做什么信什么听什么行吗？没有自己脑子啊？; Y_reply:有几个人能在为圈做大做强就知道为毛很多没有自己的?
X_post:何故 咕咕晚上好; Y_reply:早安宝宝 [抱一抱]
X_post:日出场是因爱而诞生的啊……; Y_reply:没错！因为爱情所以日出
X_post:双相情感障碍 一次吃了十四颗文拉法辛会咋样啊 刚才情绪激动一次吃了这么多 不想去洗胃; Y_reply:注意身体宝宝 [哆啦A梦害怕]
X_post:#抑郁症#抑郁症和女儿一起努力2024.4.1  我要提供稳定的情绪价值，女儿才能更有安全感; Y_reply:亲，宝贝是不是有幻觉呀
X_post:抑郁症不愧是我朋友说的，春天万物复苏，我俩都犯病了; Y_reply:朋友好有趣啊
X_post:林书媛seowon嘿嘿，昨天我也是第一; Y_reply:妈呀你们是怎么抢到的…
X_post:TF家族三代周边中转站老婆们请收！; Y_reply:回复@高敬晖是宇宙无敌大帅哥:先婉拒了，再看看
X_post:抑郁症; Y_reply:好棒
X_post:抑郁症; Y_reply:回复@板栗和清欢:希望这份工作能长久，虽然我在第一天就打了退堂鼓，不过还是鼓励自己多坚持。加油加油！！
X_post:抑郁症开心了些，今天我们这下雨了，我们老师看见我没带伞，要把伞借我; Y_reply:老师好 [笑哈哈]
X_post:搞不动自己对异性会有生理的喜欢 但是接受不了牵手亲吻自己会排斥但是会心动 搞不明白自己到底算什么性取向了; Y_reply:长时间没有谈吧
X_post:所以生命啊，它苦涩如歌……; Y_reply:我也一直在寻找答案
X_post:张极周边中转站出出出; Y_reply:包邮价吗？
X_post:因尧而志_向尧看齐这么好吃的东西，要不要来点？; Y_reply:榆钱
X_post:下午停电，睡了半个下午，做梦以前的同事拉我去吃饭，就是梦里很模糊，也能感觉到一丝不稳就能退出梦境，还是惊醒了。; Y_reply:感觉这个梦很好做啊 [哈哈]
X_post:情绪保护机制真的很牛啊……最近越来越无所谓一些东西了……而且越来越爱不了人或事了……; Y_reply:抱抱，我们都有这样的时候，但请记住，你值得被爱被珍惜哦
X_post:不知道说啥 就是脑壳一片空白 被噩梦吓醒; Y_reply:今晚噩梦退散
X_post:抑郁症不想上班了上班被人欺负; Y_reply:抱抱宝宝可以试试反击 [抱抱]
X_post:抑郁症 大早上狂吐，好在只有喝的水。; Y_reply:照顾好自己 [抱抱]
X_post:白玉蜗牛大农还活着，就是状态不好，一直在壳里缩着，下午回来看到又出了些血#明珠蜗牛#; Y_reply:是不是年龄大了，寿命到了？
X_post:突然累累的完全不想社交，想窝在家里或者哪个角落里画一天画……; Y_reply:抱抱，有时候我们就是需要独处来充电，然后满血复活 [心]
X_post:哎呀 又出息了鑫; Y_reply:出息了
X_post:微博树洞明天要上班了，不想工作; Y_reply:回复@秋叶随风dff:嗯，有机会换个环境吧，一开始就要守住底线的
X_post:抑郁症幻想的世界那么美好…如果人可以永远沉浸在幻想里，该多好啊！清醒了之后看见眼前的生活又是一团乱麻……受够了。; Y_reply:赛博时代还没有到来，只能先这样了
X_post:我一个河南人看不懂笑点在哪; Y_reply:[允悲]
X_post:何一二的天地 在吃纯黑巧抑制食欲，增强饱腹感了，真的不能再暴食下去了…各位，除了每日黑巧和诺梵，还有什么别的牌子嘛; Y_reply:真的我也暴食，某团的月付都要被我刷爆了
X_post:去年这个时候我在发愁买不到谷，没想到过了一年还在发愁买不到谷，而且谷价比起去年更离谱了?; Y_reply:涨价了谷如其名
X_post:华晨宇紧张紧张紧张紧张啊啊啊啊啊啊啊啊; Y_reply:"[苦涩]"
X_post:真的要热死了去学校……上课也是生不如死就电风扇在上面呼呼呼人间蒸发掉了; Y_reply:???热死
X_post:#抑郁症#抑郁症和女儿一起努力2024.4.19  夜谈会; Y_reply:真好
X_post:碎碎的，感觉这两天她一直在下雨，孤孤单单的一个，可怜兮兮的; Y_reply:想被人安慰但又不想被人发现怕麻烦到别人也怕尴尬，只敢偷偷改微信状态的可怜鬼摸摸头，不哭不哭 [抱抱]
X_post:抑郁症嗯 妈妈你记好了 你是第一个说我不伦不类的; Y_reply:抱抱你 [抱抱]
X_post:恋与制作人不是，这有什么好屏蔽的啊，叠纸约稿整理，包含所有能找到的，会持续更新，原帖?放评论; Y_reply:宝子对不起对不起?♀?对不起，你能看见我私信嘛？我的问题我的问题 [泪]
X_post:以闪亮之名我这一次抽阁，非的离谱……我不求这一次欧了，让我下一次欧点吧; Y_reply:这个角度特别好！
X_post:双相情感障碍 我用最后的意志支撑着。我的痛苦真真切切。我憎恶疾病，但又需要它来证明我的行为并不是装疯卖傻。让我搞清楚我身上到底发生了什么吧，拜托了; Y_reply:抱抱你宝宝[淚][淚]
X_post:抑郁症 吃完药后时常感觉到明显的心慌正常吗; Y_reply:我也
X_post:抑郁症休学在家不知道干嘛了 书也看不进; Y_reply:听音乐叠星星，叠了一玻璃瓶了! [坏笑]
X_post:成毅#成毅# 啊啊啊啊啊啊啊啊帅死了！又帅又可爱; Y_reply:#成毅王权富贵#cy#成毅# 成毅｜狐妖小红娘王权篇｜王权富贵｜莲花楼｜李莲花｜李相夷｜迷局破之深潜｜云弘深｜卢云｜@成毅
X_post:感觉老公这个口癖久了之后总有一天我会在和我姐聊天的时候不小心顺手打成老公。。。; Y_reply:别打错，小心被误伤
X_post:我真的很在乎一些仪式感 还有美丽的价值; Y_reply:喜欢去创造很多美丽的事物
X_post:抑郁症 快夸我我把家里放了一年的水电池? 卖掉了… 主要怕着火 家里又有猫   今年的电池事故太多了 虽然买的时候 400 多 卖了只有80元但真的拖了一年 …   太不容易了我; Y_reply:棒棒哒
X_post:失眠我真是服了今天都开药给我的是疏肝解郁只给我一个盒子里面就一板半吃这个没用的还是睡不着？我妈又不让我开只让医生开这个那个医生说我认识你天天来这; Y_reply:相信医生，积极配合治疗，逐渐就会好起来的
X_post:幸福啊 依然长长的人龙; Y_reply:哈哈 看来大家都很喜欢这个活动
X_post:不装了，我摊牌了，随手一画就是画灵-红月血冕，不愧是我！#时空中的绘旅人#; Y_reply:不愧是你 一发入魂 [doge]
X_post:抑郁症 既然大家都已读不回，或者选择性回复我，那我也照做，照镜子一样就行了。 别人怎么对你，你也怎么对别人，专注自己，不要刻意讨好。; Y_reply:已读乱回 "[发芽]"
X_post:诗情画奕 好漂亮; Y_reply:"[哇]"
X_post:抑郁症我不光容貌焦虑我还游戏技术焦虑成绩焦虑社交焦虑我快焦糊了; Y_reply:诶呀打打人机就好啦 乱杀的 [心]
X_post:成毅老公…@成毅; Y_reply:成毅：“我们一起努力，一起进步，一起越来越好。” @成毅 [心]
X_post:九尾XXZ晚安啦尾子和八尾们，新的一天要开心哦！@LGDNBW-九尾; Y_reply:晚安
X_post:就睡了几个小时感觉有点烦躁身体有点不舒服没有太累还有点困; Y_reply:如果可以的话，你要不要买点褪黑素来吃一下。褪黑素，不是药，是那种有助眠功效的营养品。价格还算便宜的10块钱也能买不算小的一瓶。吃几片晚上睡得好。
X_post:成毅哎呀，这小手@成毅 傅诗涵17的微博视频; Y_reply:成毅
X_post:抑郁症最近突然多了好多要学的东西，感觉学业任务越来越繁重了，虽然说忙起来确实会减少一些胡思乱想，但只不过是尽量逼着自己忘记那些不开心的事情，断断续续、反反复复的崩溃。; Y_reply:[抱抱]
X_post:抑郁症网页链接感觉这个想是钓鱼的蝻，离他远点; Y_reply:把??这个图送他然后举报他骚扰 很准 网页链接
X_post:么噶; Y_reply:建议送去小英家历练一下
X_post:抑郁症 吃的我难受，我要停药！; Y_reply:不是你怎么了
X_post:双相情感障碍犯病复发是什么样子的; Y_reply:回复@心乱如麻辣鱼:那就把括号里面的部分删掉就好了，总之我的经验就是不要太去思考发病这件事啦，本人也停药两年了，偶尔发病但不影响生活啦，（前几天郁期刚过，现在处于躁期，但是该干啥干啥
X_post:神经兮兮的; Y_reply:小猫牢弟 [二哈]
X_post:感谢@霹雳无敌宇宙狂炫33_ 宝子送来的无料！嘿嘿真的很美很喜欢！?>?<?，女孩子是世界上最可爱的生物~; Y_reply:再来评论一下 喜欢就好我亲亲\U0001f979\U0001f979\U0001faf6? "[锦鲤附体]"
X_post:解忧游戏铺 2024.4.13谁这么幸运啊开播做了双人动作和忧一起玩乐园了原来是我; Y_reply:又幸福了小姐姐 "[送花花]"
X_post:抑郁症 上班一直断断续续，主要受不了那种压抑的环境，还有同事也不喜欢，不上班又不行房租，生活开销，真的很难过！！每天都过的好压抑，想哭都哭不出来，回家又要被唠叨，亲戚还一直问在哪里上班，感觉都在哪里看笑话一样; Y_reply:[抱抱]
X_post:黄头发破财！！？#染发#; Y_reply:你好，你感兴趣的“染发”已开通了超话社区～ 超话社区是微博旗下兴趣互动社区，快来与志同道合的小伙伴们一起交流互动吧！ 戳我进入&gt;&gt; 染发[超话]
X_post:领导不值得我为他的某句话or某个观点嚎啕大哭影响情绪，我的时间要用在快乐和赚钱上面，人生宝贵，搞到钱了带家人出去游山玩水才是我想要做的事情，上班的时间是我领导，下班了啥也不是。; Y_reply:说得对！我们的人生应该用来追求快乐和创造价值
X_post:抑郁症我们哭着降临世界,却笑着走向永恒.; Y_reply:[抱抱]
X_post:明天是复查 妈妈第二次不一起去 我想妈妈一起去; Y_reply:[抱抱]
X_post:不夸我可爱我就会觉得你是不是不喜欢我了; Y_reply:宝宝我也好喜欢你 "[送花花]"
X_post:小学生; Y_reply:怎么又刷到你了，是小学生吧
X_post:抑郁症有没有人也有这种情况 父母任意一方在看到你哭了之后就只会大发雷霆 不知道戳到了什么神经嘴里永远是让痛哭流涕的孩子好好说话（在他眼里 ，流泪稍微大声些说话就是大喊大叫）; Y_reply:我跟他们解释过了，有些时候流泪是无法控制的，有用吗一点用都没有
X_post:抑郁症 今天睡了十七个小时还是好困。。。嗜睡我恨你; Y_reply:[泪]
X_post:bfl啥意思。; Y_reply:播放量
X_post:抑郁症前天打开了朋友圈，之前好长一段时间没看了，感觉脱节太多了，晚上一看又容易想多，觉得别人的人生光鲜亮丽，自己跟个死人似的，我的人生和我这人一样就很搞笑。黯淡无光。对不起，我真的忍不住伤害自己。; Y_reply:朋友圈都是这样的，假的要死，已经关了1年多了
X_post:蔡徐坤游泳池诚信网页链接; Y_reply:置顶
X_post:美工花了好多钱，跟稿费差不多了; Y_reply:真的好贵 [允悲]
X_post:还好另一个画师是接稿时间较长的，问了大概再过两天就出草稿了，不然我真的要哭了; Y_reply:那就好开心一点 [抱抱]
X_post:极禹?#极禹 临界暧昧#??#极禹你是心中唯一#零星的思念也汇成了河; Y_reply:极禹
X_post:抑郁症难熬的不是狂风。; Y_reply:[抱抱]
X_post:何故 咕咕上午好; Y_reply:回复@g寒故:早安宝宝 "[吹风车]"
X_post:咳的我肚子疼。; Y_reply:[抱抱]
X_post:MOA交易处收正规二后续e版未拆; Y_reply:105包邮
X_post:她昨天晚上好不容易想早睡一次，结果头特别疼，疼的睡不着觉，又是到两点多才睡着。今天有早八，起来后吃了一根烤肠，结果拉肚子了，早知道就不吃了; Y_reply:哎哟，这可真是令人头疼的一天呢不过，至少你还知道早点睡觉，这对身体可是大有裨益的呢希望你的头痛和拉肚子都能尽快好起来，以后记得注意饮食哦
X_post:最近安眠药不是很管用，而且越到晚上体力越差，今天早上四五点一直醒，很难过一直，我也不知道为什么难过。; Y_reply:回复@小寒AX:羡慕鼠了（企图窃取健康值（拿来吧你（（ [憧憬]
X_post:成毅啊啊啊啊啊啊啊啊; Y_reply:[爱你]
X_post:中奖了我去; Y_reply:我去，寄我家
X_post:好想看世邀赛@蝴蝶蓝  出来写; Y_reply:@蝴蝶蓝 我大哥问你话呢！！！
X_post:抑郁症难受; Y_reply:抱抱宝宝 [抱一抱]
X_post:抑郁症明天要去医院了，我不知道，感觉有点害怕，我甚至怕医生会责怪我吞药，但是这个医生明明就是特别温柔耐心的，不知道为啥那么害怕。。有做自媒体的宝宝，可以分享一下经验吗，等我好点想去做自媒体挣点生活费。; Y_reply:回复@想吃冰和火锅:啊啊我也不太清楚，我半途而废了可以确定好想做哪一类的多看看别人 "[苦涩]"
X_post:何故 咕咕 下午好; Y_reply:早上好宝宝[吃馕]
X_post:#世界年龄最大男子去世#144！真的是长寿老人了，老人家一路走好; Y_reply:114 [doge]
X_post:蔡徐坤游泳池诚信网页链接; Y_reply:置顶（不要精选
X_post:不丢 有点帅哦?; Y_reply:"[哇]"
X_post:时代少年团周边中转站收1四周年全套; Y_reply:出，350提
X_post:抑郁症心情很烦躁，有个同事发信息问我情况，一直让我要加油，要自救，要运动，还说要每天提醒我走路。家人也天天说要想开，要出门，要运动，要改变。我知道他们是好心，可我现在说话都累，动一下都累，躺下连起床都要做很久的心理挣扎，我真的没有力气运动。。。不想打击他们的关心，但真的觉 ...全文; Y_reply:慢慢来，咱们不着急的 [抱抱]
X_post:抑郁症我这两天深刻体会到了靠追星续命，靠嗑cp续命这两句话，感觉就是靠这两样吊着我一口气。; Y_reply:建议，请不要太过于投入太多的感情，毕竟希望有多大，失望就有多大 [抱抱]
X_post:跟老爸说起这几天情绪糟糕，情绪现在很麻，很平淡，胃又开始疼了。我真的不能好好的吗; Y_reply:爸爸会一直在你身边支持你的，加油
X_post:抑郁症 3.26   耳洞  3.31  耳洞已长好 可以侧卧压着睡了 … 这家真的专业; Y_reply:我也准备去打耳洞了！很早之前就想做的事，然后还有改名字！感觉是很开心的事情！
X_post:抑郁症?"???? = ??????? ? ???? ???"（翻出之前朋友送的陈年老贴纸和咕盘做了一个小挂件，蓝色尊嘟好治愈）; Y_reply:哇
X_post:抑郁症来江西玩啦; Y_reply:好棒 记得发点江西美照
X_post:清明合札偷跑; Y_reply:好美 "[哇]"
X_post:时代少年团周边中转站我收1四周年全套; Y_reply:出，350提
X_post:到了; Y_reply:[憧憬]
X_post:抑郁症今天带着针睡觉，还好我睡觉不会乱动; Y_reply:这个是什么针打头上的？
X_post:抑郁症除了我的母亲，我从不畏惧任何人的离开; Y_reply:对，还有妈妈 [抱抱]
X_post:今天应该算发作了吧，我用指甲扣了手给抠破皮了【没有哭】，没有刀好用，没有见? 我还用了牙牙长时间啃的话只会肿，其他什么也不会，好没意思，刮眉刀最好用了; Y_reply:心疼你所经历的困扰，坚强如你，定能度过。记住，伤痕也是生命中的印记，它们让你更坚韧。望你早日找到缓解的法子，愿你平安喜乐。
X_post:清明节了第一次和我有关姥姥在那边吃的好不多吃点好吃的病那么多年都没吃啥 今天听见妈妈的消息了有啥事不怪我她去杭州了她的班不是很重要吗连我生病那么严重都不能请假 只是我不重要而已 我每天几乎都有出去可是我的情绪还是一样 不知道什么时候能想小时候那么开心快乐 今天和姥爷打电话了他其实还是 ...全文; Y_reply:亲爱的，我在这里陪着你，希望你能尽快恢复快乐 [抱抱]
X_post:降价啦500fo/1.41000fo/2.8?fo/28又降了; Y_reply:真假 [喵喵]
X_post:预言一波，邓薇三天内必营业; Y_reply:信你 [舔屏]
X_post:时代少年团?#时代少年团 星奔川骛# ?#时代少年团 珺璟如烨# ?#时代少年团 破局向新# 少年一路坚守信仰，担起梦想履步不停????????? ????? ?? ????? ??????? ??? ??? ? ...全文; Y_reply:[good]
X_post:真饿了; Y_reply:我说话有点难听我先走了 [微笑]
X_post:阳光信用阳光信用#熊猫守护者# #日行一善# 一起保护大自然@百万森林与社会携手做公益@微公益关爱唇腭裂儿童@嫣然天使基金关怀需要帮助的人@轻松筹多看央视新闻关心社会@央视新闻我们都要有爱心@微公益爱护大自然人人有责 ...全文; Y_reply:善良是一种美德，善良是一种远见，善良是一种自信，善良是一种精神力量，善良是一种以逸待劳的沉稳，善良是一种文化，善良是一种快乐，善良一种乐观。
X_post:抑郁症唯一懂我的小狗被妈送人了，没有和我商量，还骗我说是和别家的小狗出去玩了; Y_reply:[抱一抱]
X_post:抑郁症 作业没写完，睡了一会现在又醒了。然后就转向了已经好长时间没睡过一个好觉了。都怪我拖延，清明假期啥也没干，都留着最后一刻熬夜。; Y_reply:我跟你一样 [抱抱]
X_post:#赵泳鑫与TME合作官宣#  Steelo #赵泳鑫厂牌新领秀XlX官宣#期待赵总大展宏图，发行更多的音乐作品。@MIC赵泳鑫Steelo; Y_reply:尽情的展现你的才华以你的才华和对自己的要求你是注定不会平凡的，会越来越好的，我们会永远在你的身后@MIC赵泳鑫Steelo
X_post:抑郁症讨厌这个世界，讨厌所有人; Y_reply:[抱抱]
X_post:#微博渔场#快跟我一起当个快乐的渔场主吧！微博渔场; Y_reply:你好，你感兴趣的“微博渔场”已开通了超话社区～ 超话社区是微博旗下兴趣互动社区，快来与志同道合的小伙伴们一起交流互动吧！ 戳我进入&gt;&gt; 微博渔场[超话]
X_post:#谁能演金秘书#无人能敌原版; Y_reply:确实如此！原版的金秘书真的太经典了
X_post:宋居寒 寒寒中午好; Y_reply:宝宝晚上好 [心]
X_post:抑郁症 闯死同事，创死老板，创死世界上所有讨厌的人类。; Y_reply:哈哈，一起报复社会去 [good]
X_post:谁有好看的发色推荐黑眼圈们; Y_reply:强推树莓红
X_post:抑郁症累，感觉洗个澡花了全身的力气 下一秒就要晕倒了; Y_reply:[抱一抱]
X_post:帅不帅; Y_reply:愁 [微笑]
X_post:这是一个长久的梦境，只要可以让我好，我就不难过。; Y_reply:梦醒时分，一切都会好的
X_post:不知道自己未来要怎么活算了这样的世界能活下去再说吧; Y_reply:[抱抱]
X_post:范丞丞?#范丞丞小巷人家#? #范丞丞庄图南# ??? ?????? ?????? ?? ???, ?? ??? ????? ??? ?????? ????.?“晚霞照在你身上，就是光与温柔的相遇 ...全文; Y_reply:范丞丞
X_post:何故 咕咕早安; Y_reply:早安宝宝 [抱一抱]
X_post:抑郁症死亡就是轰轰烈烈了一场,最后累了,就躺进了一个小盒子里.; Y_reply:抱抱，抱抱，总会出现可以惊艳你的事物的，亲爱的，抱抱
X_post:#虞书欣[超话]##枝枝横扫雪场# “在某个不知名的角落许你岁岁平安”   ???? ??? ???? ?? ?? ??????? ??????; Y_reply:虞书欣
X_post:去线下生咖被旁边自助小摊硬控五分钟然后买了一个捏捏; Y_reply:哈哈哈 看来这个小摊生意很好
X_post:#赵丽颖给熊猫玩偶喂水# zly#赵丽颖# zly#赵丽颖沈璃#月亮不会奔向你 但我会 不远万里的那种@赵丽颖 别负驰厌的微博视频; Y_reply:【赵丽颖与凤行】#赵丽颖沈璃#  zly【赵丽颖沈璃】#赵丽颖与凤行#?
X_post:我在很努力不给别人和自己添乱了…; Y_reply:你已经做得很好了，加油！
X_post:都给我去s吧.到时候回来知道了又该打我了，说我什么明明知道她是一个老人，你也不看着点，养你还不如养一条狗，狗还知道看家呢; Y_reply:快来体验优质博文加热器，让更多人看你所想&gt;&gt;网页链接
X_post:抑郁症即使死逼高中把我折磨的不像人了，那为什么还会天天晚上梦见坐在教室里专注地听课啊我是不是被中式教育洗脑了？目前就觉得人生一定要按规矩走，小学初中高中大学，这样才对总感觉现在放弃了上高中以后肯定会后悔，人生肯定会留遗憾我肯定被中式教育洗脑 ...全文; Y_reply:回复@晚风晚风吹过来:你家长要是同意的话，我建议你可以去当专业生，因为我也是走的专业生/
X_post:风有约  花不误 你可知郁金香的花语?; Y_reply:风有约，花不误，你可知我的心中只有你 [心]
X_post:放现在相当于：东神 09到07少时 08到06BoA 11年的?我说，实力不好出个毛的道啊……; Y_reply:那些人除了用年龄洗 也没啥理由可摆出来了
X_post:人工腐化树叶，为蟠马陆做准备！#马陆##蟠马陆#; Y_reply:你好，你感兴趣的“马陆”已开通了超话社区～ 超话社区是微博旗下兴趣互动社区，快来与志同道合的小伙伴们一起交流互动吧！ 戳我进入&gt;&gt; 马陆[超话]
X_post:感觉自己心理越来越阴暗了，哦不。; Y_reply:没关系 我们都会经历这样的阶段
X_post:我的母亲父亲 社会一切的“正派”使者 家长朋友温馨提示：病态思维，三观不正，别看，都这疯子的胡言乱语。似乎对待父母时爱与恶总是达不到一个平衡点，不然我也不必总是窝在角落或者躲的很远。我并不会想念的人是我这辈子都割舍不掉的。爱多于恶时，我会流泪，反之亦然。似乎不论天平多么倾斜，另一 ...全文; Y_reply:抱抱老公我没有感同身受所以没法去说理解你，但是希望你可以越过越好 [抱抱]
X_post:褪黑色素真的有用昨天12点就困了?; Y_reply:之前天天熬夜现在喝饮料都会睡 谢谢褪黑素
X_post:我老是提前透支焦虑自己，我也知道。就像现在，找本职工作，感觉自己能力不行，害怕自己干不好被辞退。但其实我连工作都还没有。就想逃避，找个职能性质，没有压力的岗位。可是又会想到没有发展，现在爽一下，后面有会有新的现实需要面对总之，就是一边害怕一边纠结一边焦虑; Y_reply:做了选择就坚定自己选的是最好的
X_post:上班两年 领导换了三轮 今天早上迎新人（新老大） 他们总是很厉害 差劲的是我; Y_reply:没关系的！我们都是最棒的！加油
X_post:好喜欢潮湿的空气味儿; Y_reply:[疑问]
X_post:#重庆警方通报一女子高空抛子# 评论看的好揪心“判死刑、一命抵一命、精神病人没资格结婚生子、精神病人就该关在精神病院……”可谁懂，清晰过来，是有多绝望。更没人在意为什么会这样。只有谴责。; Y_reply:评论区都在骂她，没有人理解她的绝望。
X_post:#欧冠#加油多特; Y_reply:你好，你感兴趣的“欧冠”已开通了超话社区～ 超话社区是微博旗下兴趣互动社区，快来与志同道合的小伙伴们一起交流互动吧！ 戳我进入&gt;&gt; 欧冠[超话]
X_post:#朱志鑫[超话]#  zzx#和朱志鑫一起拥抱春天#  zzx#朱志鑫 三代第一主舞# “我的心也会像海浪一样为你跳动无数次” "?? ????? ???? ???? ??? ??? ???? ??? ????? ?? ??? ?? ...全文; Y_reply:心随海浪跳动，情感真挚动人。
X_post:杭州LGDNBW我们也能破三高翻盘！; Y_reply:给孩子看泪目了 [泪]
